City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,kralendijk,12.15,-68.2667,27.48,85,83,11.96,BQ,1688606080
294,tazacorte,28.629,-17.9293,22.54,95,20,6.69,ES,1688606080
295,surigao,9.7839,125.4889,29.23,72,31,3.21,PH,1688606080
296,heihe,50.2441,127.4902,24.32,64,65,3.05,CN,1688606081
297,pathein,16.7833,94.7333,25.57,93,100,3.27,MM,1688606081
298,antofagasta,-23.65,-70.4,16.6,80,61,2.34,CL,1688606081
299,turpan,42.9333,89.1667,34.06,19,97,1.67,CN,1688606081
300,lindale,32.5157,-95.4094,32.24,70,0,4.63,US,1688606081
301,tabou,4.423,-7.3528,24.73,87,94,3.99,CI,1688606082
302,vrontados,38.4089,26.1328,22.92,88,0,1.03,GR,1688606082
303,saldanha,-33.0117,17.9442,12.75,57,100,4.06,ZA,1688606082
304,somerset east,-32.7217,25.588,6.33,68,2,1.61,ZA,1688606082
305,plastun,44.7561,136.2939,14.72,98,100,5.25,RU,1688606082
306,garhwa,24.1833,83.8167,29.97,65,100,1.43,IN,1688606082
307,manado,1.487,124.8455,31.43,66,20,3.09,ID,1688606083
308,champerico,14.3,-91.9167,27.86,78,100,1.77,GT,1688606083
309,mount pearl,47.5166,-52.7813,18.03,92,40,3.6,CA,1688606083
310,hirara,24.8,125.2833,31.92,79,75,7.72,JP,1688606083
311,kassala,15.451,36.4,27.78,63,100,9.39,SD,1688606083
312,chita,52.0333,113.55,19.94,68,100,5.0,RU,1688606083
313,morehead city,34.7229,-76.726,27.22,91,0,0.0,US,1688606084
314,kapa'a,22.0752,-159.319,29.99,74,40,6.69,US,1688606084
315,zhanaozen,43.3,52.8,26.23,42,0,4.19,KZ,1688606084
316,colombo,6.9319,79.8478,24.97,86,100,5.27,LK,1688606084
317,tres lagoas,-20.7511,-51.6783,19.1,43,0,2.63,BR,1688606084
318,slawharad,53.4446,31.0014,15.42,87,97,1.5,BY,1688606085
319,kaa-khem,51.6833,94.7333,19.05,52,100,0.79,RU,1688606085
320,menongue,-14.6585,17.691,9.04,53,0,1.93,AO,1688606085
321,red hill,33.9996,-79.2581,23.98,90,44,5.21,US,1688606085
322,vieste,41.8825,16.175,24.75,64,0,3.88,IT,1688606085
323,usinsk,65.9939,57.5281,17.25,68,100,6.03,RU,1688606085
324,umm kaddadah,13.6017,26.6876,28.76,52,93,4.16,SD,1688606086
325,prince rupert,54.3161,-130.3201,15.05,82,75,4.12,CA,1688605805
326,mount isa,-20.7333,139.5,23.87,41,100,1.54,AU,1688606086
327,fuling,29.7022,107.3919,27.64,80,100,0.48,CN,1688606086
328,port moresby,-9.4431,147.1797,27.82,80,70,1.71,PG,1688605943
329,tindouf,27.6711,-8.1474,31.25,25,0,7.2,DZ,1688606086
330,ad dawadimi,24.5077,44.3924,23.64,12,41,1.97,SA,1688606086
331,acarau,-2.8856,-40.12,26.28,80,25,6.86,BR,1688606087
332,paradip garh,20.3167,86.6167,28.66,78,100,4.15,IN,1688606087
333,sao tome,0.3365,6.7273,23.91,87,86,4.71,ST,1688606087
334,carnarvon,-24.8667,113.6333,15.54,63,100,6.18,AU,1688605874
335,tarko-sale,64.9225,77.785,22.21,51,0,4.24,RU,1688606087
336,crucecita,-28.95,-58.9833,18.86,72,5,3.69,AR,1688606087
337,salinopolis,-0.6136,-47.3561,26.23,84,70,4.15,BR,1688606088
338,dakhla,23.6848,-15.958,20.73,87,14,10.08,EH,1688606088
339,astrakhan,46.3497,48.0408,24.95,53,0,2.0,RU,1688606088
340,beidao,34.5686,105.8933,24.16,55,94,1.04,CN,1688606088
341,la'ie,21.6477,-157.9253,28.98,70,76,2.24,US,1688606088
342,zhezqazghan,47.7833,67.7667,19.32,63,0,6.0,KZ,1688606088
343,umluj,25.0213,37.2685,28.85,66,7,2.42,SA,1688606089
344,bowen,-20.0167,148.2333,24.47,83,99,1.23,AU,1688606089
345,colonia general alfredo stroessner,-25.3667,-55.7,17.25,72,9,2.28,PY,1688606089
346,keflavik,64.0049,-22.5624,7.24,87,0,5.66,IS,1688606089
347,touros,-5.1989,-35.4608,24.6,85,15,6.75,BR,1688606089
348,mana,5.6592,-53.7767,25.57,85,100,3.51,GF,1688606089
349,fada,9.5667,8.3,19.71,98,100,1.13,NG,1688606090
350,ghanzi,-21.5667,21.7833,10.72,40,0,3.48,BW,1688606090
351,matthew town,20.95,-73.6667,28.5,74,86,6.09,BS,1688606090
352,bikenibeu village,1.3673,173.1241,31.98,70,75,4.63,KI,1688606090
353,payakumbuh,-0.2202,100.6308,22.27,94,89,0.49,ID,1688606090
354,crane,31.3974,-102.3501,34.16,29,0,8.24,US,1688606090
355,dire,12.2833,-10.9667,22.81,82,100,0.97,ML,1688606091
356,howard springs,-12.497,131.047,29.95,80,18,2.28,AU,1688606091
357,sarmiento,-45.5882,-69.07,4.75,53,9,14.17,AR,1688606091
358,labytnangi,66.6572,66.4183,17.88,63,0,2.05,RU,1688606091
359,itoman,26.1247,127.6694,31.21,79,75,4.63,JP,1688606091
360,hala,25.8131,68.4227,28.99,69,99,6.86,PK,1688606091
361,naze,28.3667,129.4833,29.51,77,100,7.48,JP,1688606091
362,hammerfest,70.6634,23.6821,7.25,100,100,2.06,NO,1688606092
363,sumbawa besar,-8.5,117.4333,28.58,67,8,2.82,ID,1688606092
364,arraial do cabo,-22.9661,-42.0278,20.83,76,0,10.91,BR,1688606092
365,ondjiva,-17.0667,15.7333,11.61,43,0,3.05,AO,1688606092
366,muli,2.9167,73.5667,28.47,70,100,3.68,MV,1688606092
367,lihue,21.9789,-159.3672,29.58,67,40,6.69,US,1688606092
368,krasnyy kut,50.95,46.9667,19.72,73,100,3.28,RU,1688606093
369,ma'rib,15.4591,45.3253,28.8,28,100,1.87,YE,1688606093
370,kyabe,9.4515,18.9449,22.83,89,100,1.55,TD,1688606093
371,oriximina,-1.7656,-55.8661,26.69,74,94,1.87,BR,1688606093
372,greenland,43.0362,-70.8328,25.19,83,20,2.06,US,1688606093
373,bakchar,57.0186,82.0711,19.19,90,17,2.1,RU,1688606093
374,malanville,11.8685,3.3899,26.61,63,88,2.8,BJ,1688606094
375,mandalgovi,45.7625,106.2708,12.01,87,100,9.3,MN,1688606094
376,cockburn town,21.4612,-71.1419,28.43,80,27,9.9,TC,1688605937
377,keelung,25.1283,121.7419,34.47,62,79,0.81,TW,1688606094
378,kuching,1.55,110.3333,26.12,89,40,0.89,MY,1688606094
379,nabire,-3.3667,135.4833,25.97,88,99,0.24,ID,1688606094
380,san julian,21.0167,-102.1667,24.57,40,59,2.86,MX,1688606094
381,el granada,37.5027,-122.4694,24.71,76,100,6.69,US,1688606095
382,hotan,37.0997,79.9269,25.95,26,100,0.61,CN,1688606095
383,kingston,17.997,-76.7936,28.45,71,22,2.49,JM,1688605801
384,ujae,8.9322,165.7642,28.42,79,92,8.09,MH,1688606095
385,mejit,10.2753,170.8646,28.15,78,52,9.6,MH,1688606095
386,eforie sud,44.0229,28.6494,20.45,76,0,3.9,RO,1688606095
387,klyuchi,52.2667,79.1667,17.41,78,91,4.25,RU,1688606096
388,petrovsk-zabaykal'skiy,51.273,108.843,17.88,85,100,3.05,RU,1688606096
389,yuzhno-kurilsk,44.0306,145.8556,13.23,100,100,4.39,RU,1688606096
390,kununurra,-15.7667,128.7333,25.99,61,100,2.06,AU,1688606096
391,antsiranana,-12.2787,49.2917,21.83,77,10,5.88,MG,1688606096
392,vylkove,45.4021,29.586,22.92,58,3,3.53,UA,1688606096
393,mersing,2.4312,103.8405,23.95,94,40,2.06,MY,1688606097
394,hinton,53.4001,-117.5857,19.79,54,100,0.54,CA,1688606097
395,novovarshavka,54.1721,74.6946,21.08,63,77,3.23,RU,1688606097
396,semdinli,37.3051,44.5742,15.02,67,0,4.21,TR,1688606097
397,dryden,49.7833,-92.7503,16.16,48,0,1.03,CA,1688606097
398,olinda,-8.0089,-34.8553,22.85,100,75,3.6,BR,1688606035
399,cold lake,54.4502,-110.2017,23.97,43,20,5.14,CA,1688605963
400,tolanaro,-25.0319,46.9987,17.88,91,7,3.38,MG,1688606098
401,vorgashor,67.5833,63.95,16.02,65,28,5.08,RU,1688606098
402,peace river,56.2501,-117.286,19.17,82,100,3.09,CA,1688606015
403,nar'yan-mar,67.6713,53.087,14.64,87,100,4.79,RU,1688606098
404,ishigaki,24.3448,124.1572,31.07,84,40,6.17,JP,1688606098
405,taltal,-25.4,-70.4833,16.08,79,98,2.6,CL,1688606099
406,viedma,-40.8135,-62.9967,11.3,41,90,8.38,AR,1688605825
407,brazzaville,-4.2658,15.2832,23.71,53,4,1.57,CG,1688606099
408,posto fiscal rolim de moura,-13.0833,-62.2667,22.9,56,0,1.27,BR,1688606100
409,acajutla,13.5928,-89.8275,27.82,79,13,1.71,SV,1688606100
410,hilo,19.7297,-155.09,27.85,70,40,4.12,US,1688606092
411,colonia menno,-22.3667,-59.8167,23.86,44,29,4.01,PY,1688606100
412,waingapu,-9.6567,120.2641,27.54,73,49,6.0,ID,1688606101
413,yeed,4.55,43.0333,22.69,62,81,9.46,SO,1688606101
414,rapid city,44.0805,-103.231,18.18,73,100,4.12,US,1688605809
415,tsiombe,-25.3,45.4833,16.51,89,38,1.84,MG,1688606102
416,black river,18.0264,-77.8487,28.13,68,54,5.85,JM,1688606102
417,rolla,37.9514,-91.7713,29.04,55,0,3.6,US,1688606103
418,defiance,41.3334,-84.45,27.17,77,59,2.76,US,1688606103
419,hinatuan,8.3722,126.3342,28.15,80,89,0.25,PH,1688606104
420,la sarre,48.8002,-79.1996,19.2,95,100,2.75,CA,1688606105
421,simenqian,27.4872,110.8861,28.75,71,100,2.97,CN,1688606105
422,taroa,8.7058,171.2275,28.38,79,29,8.82,MH,1688606106
423,reggane,26.7158,0.1714,37.16,14,3,1.68,DZ,1688606106
424,naha,26.2125,127.6811,31.15,79,75,4.63,JP,1688606106
425,arno,60.1167,18.6333,15.44,74,100,2.91,SE,1688606107
426,coronel dorrego,-38.7187,-61.2873,9.0,49,100,3.77,AR,1688606107
427,aasiaat,68.7098,-52.8699,4.11,97,100,5.99,GL,1688606091
428,puerto rico,-26.796,-55.024,15.73,82,10,1.47,AR,1688606107
429,susuman,62.7833,148.1667,21.08,56,10,3.19,RU,1688606108
430,sevastopol,44.6,33.5333,23.33,48,16,2.3,UA,1688606108
431,kirakira,-10.4544,161.9205,28.73,76,100,6.88,SB,1688606108
432,wakkanai,45.4094,141.6739,15.99,94,75,6.17,JP,1688606108
433,maputo,-25.9653,32.5892,16.72,74,39,4.14,MZ,1688606052
434,lanskroun,49.9122,16.6119,16.42,71,100,1.59,CZ,1688606109
435,ola,59.5833,151.2833,13.88,83,100,1.15,RU,1688606109
436,princeville,45.7668,-61.2985,18.67,95,100,3.09,CA,1688606109
437,kalianget,-7.05,113.9333,28.3,72,3,5.4,ID,1688606109
438,colares,38.7992,-9.4469,19.43,81,100,12.07,PT,1688606110
439,altamirano,16.8833,-92.15,15.63,97,100,0.64,MX,1688606110
440,mugia,43.1041,-9.2179,16.62,90,64,2.73,ES,1688606110
441,inari,68.906,27.0288,10.11,91,100,1.24,FI,1688606110
442,essaouira,31.5125,-9.77,23.72,81,0,2.57,MA,1688606110
443,sikeston,36.8767,-89.5879,23.94,91,100,2.13,US,1688606111
444,takanabe,32.1333,131.5,27.94,72,64,2.07,JP,1688606111
445,huangshan,29.7114,118.3125,27.97,85,100,0.91,CN,1688606111
446,batouri,4.4333,14.3667,19.51,99,100,1.15,CM,1688606111
447,lebanon,36.2081,-86.2911,30.03,78,0,0.0,US,1688606057
448,estancia,-11.2683,-37.4383,19.45,79,11,0.93,BR,1688605887
449,otofuke,42.9917,143.2003,17.53,98,100,0.78,JP,1688606112
450,lamu,-2.2717,40.902,25.12,80,96,7.83,KE,1688606112
451,shahrak,34.1074,64.3052,9.63,58,0,2.08,AF,1688606112
452,cooma,-36.2333,149.1333,8.86,58,7,3.85,AU,1688606112
453,lunglei,22.8833,92.7333,22.04,91,100,0.81,IN,1688606113
454,puerto lempira,15.2667,-83.7667,26.46,88,32,3.02,HN,1688606113
455,gaspe,48.8334,-64.4819,19.12,88,0,0.0,CA,1688605909
456,tomatlan,19.9333,-105.25,29.71,68,84,2.85,MX,1688606113
457,glace bay,46.1969,-59.957,17.72,97,100,2.06,CA,1688606113
458,urangan,-25.3,152.9,22.33,92,0,0.66,AU,1688606114
459,nanakuli,21.3906,-158.1547,28.97,61,100,5.66,US,1688606114
460,sarh,9.1429,18.3923,22.15,92,100,1.54,TD,1688606114
461,hamilton,39.1834,-84.5333,28.91,70,0,2.06,US,1688606091
462,khairpur nathan shah,27.0936,67.7337,33.11,60,96,4.42,PK,1688606115
463,balabac,7.9868,117.0645,28.48,77,100,4.1,PH,1688606115
464,ceeldheer,3.8488,47.1806,24.23,83,100,8.78,SO,1688606115
465,sarandi del yi,-33.35,-55.6333,15.45,93,11,3.46,UY,1688606115
466,rocky mountain house,52.3668,-114.9188,24.06,31,24,2.57,CA,1688606115
467,pizarro,4.9533,-77.366,26.97,83,100,2.8,CO,1688606116
468,patti,31.2808,74.8572,26.04,75,6,3.77,IN,1688606116
469,babayevo,59.3936,35.9371,10.86,78,3,2.46,RU,1688606116
470,belmonte,-15.8631,-38.8828,21.04,79,51,3.64,BR,1688606116
471,shorapur,16.5167,76.75,24.42,78,100,6.29,IN,1688606116
472,saint-philippe,-21.3585,55.7679,19.77,80,6,2.23,RE,1688606117
473,shaowu,27.3409,117.4831,31.09,67,100,1.19,CN,1688606117
474,namsos,64.4662,11.4957,9.03,93,1,5.66,NO,1688606117
475,broken hill,-31.95,141.4333,12.79,59,26,11.28,AU,1688606117
476,cestos city,5.46,-9.5828,24.97,87,100,3.43,LR,1688606117
477,kuala lipis,4.1842,102.0468,23.97,96,100,0.21,MY,1688605839
478,porto novo,6.4965,2.6036,23.69,89,54,1.93,BJ,1688606118
479,fale old settlement,-9.3852,-171.2468,28.27,77,6,7.32,TK,1688606118
480,amga,60.8953,131.9608,24.86,42,60,1.97,RU,1688606118
481,vernon,50.2581,-119.2691,31.74,18,90,1.03,CA,1688606119
482,ta`u,-14.2336,-169.5144,27.26,79,28,8.91,AS,1688606119
483,bolhrad,45.6826,28.6149,22.71,55,0,2.94,UA,1688606119
484,fuglafjordur,62.244,-6.814,10.26,88,100,5.82,FO,1688606119
485,bargaal,11.2864,51.0773,30.18,46,49,9.33,SO,1688606120
486,choyr,46.3611,108.3611,13.52,79,100,5.35,MN,1688606120
487,manglaur,29.8,77.8667,25.02,88,100,1.93,IN,1688606120
488,eureka,40.8021,-124.1637,33.75,81,59,2.24,US,1688605949
489,tommot,58.9564,126.2925,24.25,73,100,2.72,RU,1688606120
490,xucheng,20.35,110.1288,28.59,75,0,4.48,CN,1688606121
491,novodvinsk,64.4165,40.8122,13.18,77,100,4.1,RU,1688606121
492,chuhuyiv,49.8359,36.688,19.28,89,29,2.7,UA,1688606121
493,san patricio,28.017,-97.5169,30.92,64,33,6.76,US,1688606121
494,meadow lake,34.8014,-106.5436,36.31,25,53,3.44,US,1688606121
495,kone,-21.0595,164.8658,25.89,59,94,0.79,NC,1688606122
496,gwadar,25.1216,62.3254,28.06,85,94,2.15,PK,1688606122
497,san antonio de pale,-1.4014,5.6325,23.18,83,100,4.48,GQ,1688606122
498,sao felix do xingu,-6.6447,-51.995,24.83,59,45,0.98,BR,1688606122
499,dunedin,-45.8742,170.5036,10.45,56,78,1.79,NZ,1688606123
500,san luis,-33.295,-66.3356,12.56,70,0,3.6,AR,1688606123
501,yinchuan,38.4681,106.2731,28.89,20,100,1.94,CN,1688606124
502,chiang mai,18.75,99.0,28.96,69,20,2.06,TH,1688606124
503,sandnessjoen,66.0217,12.6316,10.36,87,50,1.34,NO,1688606124
504,ormara,25.2088,64.6357,28.28,85,100,4.08,PK,1688606125
505,novyy urgal,51.0736,132.5642,24.35,53,43,2.86,RU,1688606125
506,chalus,36.655,51.4204,23.7,78,40,2.06,IR,1688606125
507,senillosa,-39.0,-68.4167,5.88,49,100,7.8,AR,1688606126
508,katsuren-haebaru,26.3369,127.8719,31.21,74,40,4.63,JP,1688606126
509,islamkot,24.6997,70.177,29.03,76,100,5.88,PK,1688606126
510,buala,-8.145,159.5921,28.88,75,78,4.59,SB,1688606127
511,charters towers,-20.1,146.2667,22.63,78,100,1.0,AU,1688606127
512,sur,22.5667,59.5289,31.73,58,100,1.96,OM,1688606127
513,dhidhdhoo,6.8833,73.1,28.06,78,100,6.86,MV,1688606127
514,anloga,5.7947,0.8973,24.71,88,74,2.98,GH,1688606127
515,qaqortoq,60.7167,-46.0333,7.09,82,61,1.28,GL,1688606128
516,nizhneudinsk,54.9076,99.0276,21.93,52,6,2.09,RU,1688606128
517,severomorsk,69.0689,33.4162,8.22,93,100,4.98,RU,1688606128
518,kalmunai,7.4167,81.8167,26.94,67,100,2.05,LK,1688606128
519,mahalapye,-23.1041,26.8142,11.52,51,0,3.5,BW,1688606128
520,kibaya,-5.3,36.5667,10.19,93,6,1.95,TZ,1688606129
521,florence,43.7667,11.25,21.41,84,20,1.54,IT,1688606012
522,rivera,-30.9053,-55.5508,16.08,87,6,2.99,UY,1688606129
523,caleta de carquin,-11.0925,-77.6267,20.44,80,30,4.73,PE,1688606129
524,ismailia,30.6043,32.2723,22.87,81,0,2.52,EG,1688605959
525,ebon,4.582,168.6964,28.82,78,58,7.0,MH,1688606129
526,bad salzungen,50.8167,10.2333,13.71,73,21,2.03,DE,1688606130
527,floro,61.5996,5.0328,14.98,82,100,2.06,NO,1688606130
528,sefaatli,39.5043,34.7563,17.58,71,0,2.28,TR,1688606130
529,shanwei,22.782,115.3475,29.41,78,99,6.37,CN,1688606130
530,fortuna,40.5982,-124.1573,15.92,91,75,5.66,US,1688606131
531,blackwater,-23.5833,148.8833,22.58,46,74,4.11,AU,1688606131
532,haeju,38.0406,125.7147,24.21,85,44,4.54,KP,1688606131
533,jilib,0.4883,42.7854,23.29,82,98,4.32,SO,1688606131
534,kattivakkam,13.2167,80.3167,29.48,70,100,6.7,IN,1688606131
535,fruitland,38.3221,-75.6202,27.16,84,0,1.54,US,1688606132
536,aioun,16.6614,-9.6149,35.43,29,10,4.62,MR,1688606132
537,brisas de zicatela,15.8369,-97.0419,27.29,61,100,0.0,MX,1688606132
538,warrnambool,-38.3833,142.4833,12.24,71,100,8.97,AU,1688606132
539,lesnoy,57.6198,63.0784,17.53,90,76,0.71,RU,1688606132
540,tuba city,36.135,-111.2399,32.57,4,0,10.57,US,1688606133
541,kurumkan,54.3,110.3,22.85,64,100,1.95,RU,1688606133
542,alzamay,55.5562,98.6644,20.98,57,11,2.84,RU,1688606133
543,ribnica,45.7386,14.7275,18.49,97,100,1.25,SI,1688606133
544,hancheng,32.5186,112.3522,27.09,75,100,2.17,CN,1688606133
545,soio,-6.1349,12.3689,20.53,89,0,1.47,AO,1688606133
546,kiunga,-6.1219,141.2906,25.94,92,95,0.8,PG,1688606134
547,shimoda,34.6667,138.95,27.28,86,52,2.36,JP,1688606134
548,inarajan village,13.2736,144.7484,31.89,90,59,6.99,GU,1688606134
549,vershino-darasunskiy,52.35,115.5167,22.33,51,5,6.52,RU,1688606134
550,mesquite,32.7668,-96.5992,35.59,55,0,2.24,US,1688605885
551,oranjemund,-28.55,16.4333,19.37,28,100,3.08,NA,1688606134
552,la ronge,55.1001,-105.2842,23.14,33,75,5.14,CA,1688606134
553,acatic,20.7833,-102.8833,24.78,52,48,2.5,MX,1688606135
554,svetlyy,54.675,20.1347,17.03,96,100,3.91,RU,1688606135
555,yazman,29.1212,71.7446,35.59,44,84,6.59,PK,1688606135
556,tingi,-11.3,35.0333,13.6,82,56,1.01,TZ,1688606135
557,zinder,13.8072,8.9881,30.35,39,100,4.24,NE,1688606136
558,albu kamal,34.45,40.9186,30.07,33,0,6.2,SY,1688606136
559,koson,39.0375,65.585,22.18,31,5,3.29,UZ,1688606136
560,geraldton,-28.7667,114.6,12.23,94,100,5.14,AU,1688606136
561,timimoun,29.2639,0.231,37.21,12,91,3.09,DZ,1688606136
562,puyang chengguanzhen,35.7028,115.0053,31.94,46,100,6.02,CN,1688606136
563,sheridan,44.8333,-106.9173,21.68,55,0,1.54,US,1688606137
564,birao,10.2849,22.7882,21.98,95,100,1.82,CF,1688606137
565,dubbo,-32.25,148.6167,10.07,87,100,3.6,AU,1688606137
566,castillos,-34.1667,-53.8333,12.68,93,85,2.21,UY,1688606137
567,waterville,44.552,-69.6317,25.7,89,0,1.54,US,1688606137
568,mournies,35.4764,24.0092,24.35,78,20,4.12,GR,1688606137
569,ouadda,8.0777,22.4007,20.42,97,100,1.33,CF,1688606138
570,roxas,11.5853,122.7511,30.08,76,86,1.8,PH,1688606138
571,neon karlovasion,37.7903,26.7044,25.5,85,0,2.98,GR,1688606138
572,dubti,11.7361,41.0853,33.23,26,100,1.91,ET,1688606138
573,maumere,-8.6199,122.2111,27.59,71,42,1.48,ID,1688606138
574,kolonia,50.9333,6.95,14.9,83,0,2.57,DE,1688605885
575,lent,46.1203,5.1937,16.9,87,100,1.45,FR,1688606138
576,alo,7.4178,6.7371,23.49,96,100,1.1,NG,1688606139
577,thames,-37.1333,175.5333,14.76,65,27,3.29,NZ,1688606139
578,vuktyl,63.8567,57.3094,17.27,63,100,3.15,RU,1688606139
579,guane,22.2025,-84.0875,28.56,75,45,3.28,CU,1688606139
580,ogden,41.223,-111.9738,31.29,19,0,4.12,US,1688605878
581,guerrero negro,27.9769,-114.0611,20.6,74,11,6.52,MX,1688606140
582,kudahuvadhoo,2.6708,72.8944,28.31,73,100,3.83,MV,1688606140
583,santana,-0.0583,-51.1817,25.1,100,0,0.51,BR,1688606140
584,fisterra,42.9049,-9.2629,16.53,89,69,3.18,ES,1688606140
585,sola,-13.8833,167.55,26.26,81,26,7.78,VU,1688606140
586,porto-vecchio,41.591,9.2795,21.81,64,0,1.54,FR,1688606140
587,zima,53.9202,102.0442,17.58,83,100,3.9,RU,1688606141
